,rating,category_1
962,2.0,Headphones
963,2.0,Headphones
964,2.0,Headphones
965,5.0,Headphones
966,4.0,Camera & Photo
967,3.0,Camera & Photo
968,4.0,Camera & Photo
969,5.0,Camera & Photo
970,4.0,Camera & Photo
971,1.0,Camera & Photo
972,2.0,Camera & Photo
973,5.0,Camera & Photo
974,1.0,Camera & Photo
975,4.0,Car & Vehicle Electronics
976,5.0,Car & Vehicle Electronics
977,5.0,Car & Vehicle Electronics
978,5.0,Car & Vehicle Electronics
979,1.0,Car & Vehicle Electronics
980,1.0,Camera & Photo
981,5.0,Camera & Photo
982,4.0,Camera & Photo
983,5.0,Camera & Photo
984,3.0,Computers & Accessories
985,5.0,Computers & Accessories
986,1.0,Computers & Accessories
987,5.0,Computers & Accessories
988,1.0,Computers & Accessories
989,5.0,Computers & Accessories
990,5.0,Computers & Accessories
991,5.0,Computers & Accessories
992,4.0,Camera & Photo
993,5.0,Camera & Photo
994,1.0,Computers & Accessories
995,5.0,Car & Vehicle Electronics
996,5.0,Camera & Photo
997,5.0,Camera & Photo
998,5.0,Camera & Photo
999,5.0,Car & Vehicle Electronics
1000,4.0,Camera & Photo
1001,5.0,Camera & Photo
1002,4.0,Camera & Photo
1003,5.0,Camera & Photo
1004,5.0,Camera & Photo
1005,3.0,Camera & Photo
1006,4.0,Camera & Photo
1007,4.0,Camera & Photo
1008,4.0,Camera & Photo
1009,5.0,Camera & Photo
1010,2.0,Camera & Photo
1011,5.0,Camera & Photo
1012,3.0,Camera & Photo
1013,4.0,Camera & Photo
1014,5.0,Camera & Photo
1015,4.0,Camera & Photo
1016,5.0,Camera & Photo
1017,5.0,Camera & Photo
1018,5.0,Camera & Photo
1019,5.0,Camera & Photo
1020,5.0,Accessories & Supplies
1021,5.0,Headphones
1022,5.0,Headphones
1023,5.0,Headphones
1024,5.0,Headphones
1025,4.0,Headphones
1026,2.0,Headphones
1027,3.0,Headphones
1028,5.0,Headphones
1029,2.0,Headphones
1030,5.0,Headphones
1031,5.0,Headphones
1032,4.0,Headphones
1033,5.0,Headphones
1034,5.0,Headphones
1035,5.0,Headphones
1036,4.0,Headphones
1037,5.0,Headphones
1038,5.0,Headphones
1039,1.0,Headphones
1040,5.0,Headphones
1041,5.0,Accessories & Supplies
1042,5.0,Accessories & Supplies
1043,4.0,Accessories & Supplies
1044,5.0,Accessories & Supplies
1045,5.0,Accessories & Supplies
1046,3.0,Accessories & Supplies
1047,5.0,Accessories & Supplies
1048,5.0,Accessories & Supplies
1049,5.0,Accessories & Supplies
1050,5.0,Accessories & Supplies
1051,5.0,Accessories & Supplies
1052,4.0,Accessories & Supplies
1053,5.0,Accessories & Supplies
1054,5.0,Accessories & Supplies
1055,4.0,Accessories & Supplies
1056,4.0,Accessories & Supplies
1057,4.0,Accessories & Supplies
1058,5.0,Accessories & Supplies
1059,5.0,Accessories & Supplies
1060,5.0,Accessories & Supplies
1061,4.0,Camera & Photo
1062,5.0,Camera & Photo
1063,5.0,Camera & Photo
1064,5.0,Camera & Photo
1065,3.0,Camera & Photo
1066,5.0,Camera & Photo
1067,4.0,Camera & Photo
1068,5.0,Computers & Accessories
1069,5.0,Computers & Accessories
1070,5.0,Computers & Accessories
1071,4.0,Computers & Accessories
1072,5.0,Computers & Accessories
1073,5.0,Computers & Accessories
1074,4.0,Computers & Accessories
1075,5.0,Computers & Accessories
1076,5.0,Computers & Accessories
1077,5.0,Computers & Accessories
1078,4.0,Computers & Accessories
1079,5.0,Computers & Accessories
1080,5.0,Computers & Accessories
1081,5.0,Computers & Accessories
1082,4.0,Computers & Accessories
1083,5.0,Computers & Accessories
1084,5.0,Computers & Accessories
1085,2.0,Computers & Accessories
1086,3.0,Computers & Accessories
1087,5.0,Computers & Accessories
1088,5.0,Computers & Accessories
1089,5.0,Computers & Accessories
1090,5.0,Computers & Accessories
1091,5.0,Computers & Accessories
1092,5.0,Computers & Accessories
1093,5.0,Computers & Accessories
1094,5.0,Computers & Accessories
1095,5.0,Computers & Accessories
1096,5.0,Computers & Accessories
1097,5.0,Computers & Accessories
1098,4.0,Camera & Photo
1099,4.0,Camera & Photo
1100,1.0,Camera & Photo
1101,5.0,Camera & Photo
1102,5.0,Camera & Photo
1103,5.0,Camera & Photo
1104,5.0,Camera & Photo
1105,5.0,Camera & Photo
1106,3.0,Computers & Accessories
1107,3.0,Computers & Accessories
1108,5.0,Computers & Accessories
1109,4.0,Computers & Accessories
1110,5.0,Computers & Accessories
1111,4.0,Computers & Accessories
1112,4.0,Computers & Accessories
1113,5.0,Computers & Accessories
1114,3.0,Computers & Accessories
1115,1.0,Computers & Accessories
1116,5.0,Computers & Accessories
1117,5.0,Computers & Accessories
1118,5.0,Computers & Accessories
1119,5.0,Computers & Accessories
1120,1.0,Computers & Accessories
1121,5.0,Computers & Accessories
1122,5.0,Computers & Accessories
1123,5.0,Computers & Accessories
1124,1.0,Computers & Accessories
1125,3.0,Computers & Accessories
1126,4.0,Camera & Photo
1127,5.0,Camera & Photo
1128,1.0,Camera & Photo
1129,5.0,Camera & Photo
1130,5.0,Camera & Photo
1131,5.0,Camera & Photo
1132,5.0,Camera & Photo
1133,5.0,Camera & Photo
1134,2.0,Accessories & Supplies
1135,3.0,Computers & Accessories
1136,5.0,Computers & Accessories
1137,1.0,Computers & Accessories
1138,2.0,Computers & Accessories
1139,5.0,Computers & Accessories
1140,1.0,Computers & Accessories
1141,5.0,Computers & Accessories
1142,5.0,Computers & Accessories
1143,5.0,Computers & Accessories
1144,1.0,Computers & Accessories
1145,5.0,Computers & Accessories
1146,5.0,Computers & Accessories
1147,5.0,Computers & Accessories
1148,5.0,Computers & Accessories
1149,5.0,Computers & Accessories
1150,5.0,Computers & Accessories
1151,5.0,Computers & Accessories
1152,1.0,Computers & Accessories
1153,5.0,Computers & Accessories
1154,3.0,Computers & Accessories
1155,5.0,Computers & Accessories
1156,4.0,Computers & Accessories
1157,5.0,Computers & Accessories
1158,4.0,Computers & Accessories
1159,5.0,Computers & Accessories
1160,5.0,Computers & Accessories
1161,5.0,Computers & Accessories
1162,5.0,Computers & Accessories
1163,4.0,Computers & Accessories
1164,5.0,Computers & Accessories
1165,5.0,Computers & Accessories
1166,5.0,Computers & Accessories
1167,5.0,Computers & Accessories
1168,5.0,Computers & Accessories
1169,5.0,Computers & Accessories
1170,5.0,Computers & Accessories
1171,5.0,Computers & Accessories
1172,5.0,Computers & Accessories
1173,5.0,Computers & Accessories
1174,4.0,Computers & Accessories
1175,5.0,Computers & Accessories
1176,5.0,Camera & Photo
1177,5.0,Camera & Photo
1178,5.0,Accessories & Supplies
1179,5.0,Accessories & Supplies
1180,5.0,Accessories & Supplies
1181,5.0,Camera & Photo
1182,5.0,Camera & Photo
1183,5.0,Camera & Photo
1184,5.0,Camera & Photo
1185,3.0,Camera & Photo
1186,5.0,Portable Audio & Video
1187,3.0,Portable Audio & Video
1188,5.0,Portable Audio & Video
1189,5.0,Portable Audio & Video
1190,5.0,Portable Audio & Video
1191,5.0,Portable Audio & Video
1192,4.0,Television & Video
1193,5.0,Television & Video
1194,5.0,Television & Video
1195,5.0,Television & Video
1196,2.0,Car & Vehicle Electronics
1197,5.0,Car & Vehicle Electronics
1198,1.0,Car & Vehicle Electronics
1199,5.0,Car & Vehicle Electronics
1200,5.0,Car & Vehicle Electronics
1201,5.0,Car & Vehicle Electronics
1202,5.0,Car & Vehicle Electronics
1203,5.0,Car & Vehicle Electronics
1204,5.0,Car & Vehicle Electronics
1205,5.0,Accessories & Supplies
1206,5.0,Accessories & Supplies
1207,5.0,Accessories & Supplies
1208,5.0,Accessories & Supplies
1209,5.0,Accessories & Supplies
1210,4.0,Accessories & Supplies
1211,5.0,Accessories & Supplies
1212,2.0,Camera & Photo
1213,1.0,Camera & Photo
1214,4.0,Camera & Photo
1215,4.0,Car & Vehicle Electronics
1216,5.0,Car & Vehicle Electronics
1217,4.0,Computers & Accessories
1218,4.0,Computers & Accessories
1219,4.0,Computers & Accessories
1220,5.0,Computers & Accessories
1221,4.0,Computers & Accessories
1222,4.0,Computers & Accessories
1223,3.0,Computers & Accessories
1224,5.0,Computers & Accessories
1225,5.0,Computers & Accessories
1226,4.0,Computers & Accessories
1227,3.0,Computers & Accessories
1228,1.0,Computers & Accessories
1229,3.0,Computers & Accessories
1230,2.0,Computers & Accessories
1231,1.0,Computers & Accessories
1232,5.0,Computers & Accessories
1233,5.0,Computers & Accessories
1234,5.0,Computers & Accessories
1235,1.0,Computers & Accessories
1236,1.0,Computers & Accessories
1237,1.0,Camera & Photo
1238,5.0,Camera & Photo
1239,5.0,Camera & Photo
1240,2.0,Headphones
1241,4.0,Headphones
1242,1.0,Headphones
1243,5.0,Headphones
1244,1.0,Headphones
1245,5.0,Headphones
1246,1.0,Headphones
1247,5.0,Headphones
1248,1.0,Headphones
1249,1.0,Headphones
1250,4.0,Headphones
1251,2.0,Headphones
1252,2.0,Headphones
1253,2.0,Headphones
1254,2.0,Headphones
1255,2.0,Headphones
1256,2.0,Headphones
1257,2.0,Headphones
1258,1.0,Headphones
1259,1.0,Headphones
1260,2.0,Camera & Photo
1261,5.0,Camera & Photo
1262,5.0,Camera & Photo
1263,5.0,Accessories & Supplies
1264,5.0,Accessories & Supplies
1265,5.0,Accessories & Supplies
1266,5.0,Camera & Photo
1267,1.0,Camera & Photo
1268,1.0,Camera & Photo
1269,1.0,Camera & Photo
1270,1.0,Camera & Photo
1271,4.0,Camera & Photo
1272,5.0,Camera & Photo
1273,2.0,Camera & Photo
1274,1.0,Camera & Photo
1275,1.0,Camera & Photo
1276,5.0,Camera & Photo
1277,1.0,Accessories & Supplies
1278,3.0,Headphones
1279,3.0,Headphones
1280,2.0,Headphones
1281,4.0,Headphones
1282,5.0,Headphones
1283,3.0,Headphones
1284,2.0,Headphones
1285,4.0,Headphones
1286,2.0,Headphones
1287,4.0,Headphones
1288,4.0,Headphones
1289,2.0,Headphones
1290,4.0,Headphones
1291,4.0,Headphones
1292,5.0,Headphones
1293,4.0,Headphones
1294,4.0,Headphones
1295,5.0,Headphones
1296,5.0,Headphones
1297,1.0,Headphones
1298,4.0,Computers & Accessories
1299,5.0,Computers & Accessories
1300,1.0,Computers & Accessories
1301,5.0,Computers & Accessories
1302,1.0,Computers & Accessories
1303,5.0,Computers & Accessories
1304,5.0,Computers & Accessories
1305,5.0,Computers & Accessories
1306,5.0,Computers & Accessories
1307,5.0,Computers & Accessories
1308,5.0,Computers & Accessories
1309,5.0,Computers & Accessories
1310,5.0,Computers & Accessories
1311,5.0,Computers & Accessories
1312,5.0,Computers & Accessories
1313,5.0,Computers & Accessories
1314,4.0,Computers & Accessories
1315,5.0,Computers & Accessories
1316,5.0,Accessories & Supplies
1317,5.0,Accessories & Supplies
1318,1.0,Computers & Accessories
1319,4.0,Accessories & Supplies
1320,5.0,Accessories & Supplies
1321,3.0,Accessories & Supplies
1322,5.0,Accessories & Supplies
1323,5.0,Accessories & Supplies
1324,3.0,Accessories & Supplies
1325,4.0,Accessories & Supplies
1326,5.0,Accessories & Supplies
1327,5.0,Accessories & Supplies
1328,4.0,Accessories & Supplies
1329,5.0,Accessories & Supplies
1330,3.0,Accessories & Supplies
1331,5.0,Accessories & Supplies
1332,4.0,Accessories & Supplies
1333,5.0,Accessories & Supplies
1334,5.0,Accessories & Supplies
1335,5.0,Accessories & Supplies
1336,4.0,Accessories & Supplies
1337,5.0,Accessories & Supplies
1338,5.0,Accessories & Supplies
1339,5.0,Camera & Photo
1340,4.0,Camera & Photo
1341,3.0,Camera & Photo
1342,1.0,Camera & Photo
1343,3.0,Camera & Photo
1344,5.0,Camera & Photo
1345,5.0,Camera & Photo
1346,4.0,Camera & Photo
1347,4.0,Camera & Photo
1348,4.0,Camera & Photo
1349,2.0,Camera & Photo
1350,1.0,Camera & Photo
1351,5.0,Camera & Photo
1352,4.0,Camera & Photo
1353,5.0,Camera & Photo
1354,4.0,Camera & Photo
1355,4.0,Camera & Photo
1356,5.0,Camera & Photo
1357,5.0,Camera & Photo
1358,5.0,Computers & Accessories
1359,5.0,Computers & Accessories
1360,4.0,Accessories & Supplies
1361,5.0,Accessories & Supplies
1362,5.0,Accessories & Supplies
1363,5.0,Accessories & Supplies
1364,5.0,Accessories & Supplies
1365,4.0,Accessories & Supplies
1366,4.0,Accessories & Supplies
1367,4.0,Accessories & Supplies
1368,2.0,Accessories & Supplies
1369,4.0,Accessories & Supplies
1370,4.0,Accessories & Supplies
1371,4.0,Accessories & Supplies
1372,3.0,Accessories & Supplies
1373,4.0,Accessories & Supplies
1374,5.0,Accessories & Supplies
1375,5.0,Accessories & Supplies
1376,3.0,Accessories & Supplies
1377,4.0,Accessories & Supplies
1378,2.0,Accessories & Supplies
1379,5.0,Accessories & Supplies
1380,5.0,Computers & Accessories
1381,5.0,Computers & Accessories
1382,1.0,Computers & Accessories
1383,3.0,Computers & Accessories
1384,1.0,Computers & Accessories
1385,4.0,"GPS, Finders & Accessories"
1386,4.0,"GPS, Finders & Accessories"
1387,5.0,"GPS, Finders & Accessories"
1388,5.0,"GPS, Finders & Accessories"
1389,5.0,"GPS, Finders & Accessories"
1390,5.0,"GPS, Finders & Accessories"
1391,4.0,"GPS, Finders & Accessories"
1392,5.0,"GPS, Finders & Accessories"
1393,4.0,"GPS, Finders & Accessories"
1394,3.0,"GPS, Finders & Accessories"
1395,5.0,"GPS, Finders & Accessories"
1396,3.0,"GPS, Finders & Accessories"
1397,5.0,"GPS, Finders & Accessories"
1398,3.0,"GPS, Finders & Accessories"
1399,3.0,"GPS, Finders & Accessories"
1400,4.0,"GPS, Finders & Accessories"
1401,5.0,"GPS, Finders & Accessories"
1402,4.0,"GPS, Finders & Accessories"
1403,5.0,"GPS, Finders & Accessories"
1404,4.0,"GPS, Finders & Accessories"
1405,3.0,Car & Vehicle Electronics
1406,5.0,Car & Vehicle Electronics
1407,5.0,Car & Vehicle Electronics
1408,5.0,Car & Vehicle Electronics
1409,3.0,Car & Vehicle Electronics
1410,5.0,Car & Vehicle Electronics
1411,5.0,Accessories & Supplies
1412,4.0,Accessories & Supplies
1413,5.0,Accessories & Supplies
1414,5.0,Electronics Warranties
1415,5.0,Electronics Warranties
1416,1.0,Electronics Warranties
1417,4.0,Electronics Warranties
1418,5.0,Electronics Warranties
1419,5.0,Electronics Warranties
1420,2.0,Electronics Warranties
1421,2.0,Electronics Warranties
1422,1.0,Electronics Warranties
1423,5.0,Electronics Warranties
1424,1.0,Electronics Warranties
1425,4.0,Electronics Warranties
1426,5.0,Electronics Warranties
1427,5.0,Electronics Warranties
1428,4.0,Electronics Warranties
1429,4.0,Electronics Warranties
1430,5.0,Electronics Warranties
1431,5.0,Electronics Warranties
1432,5.0,Electronics Warranties
1433,3.0,Electronics Warranties
1434,2.0,Home Audio
1435,3.0,Home Audio
1436,5.0,Home Audio
1437,4.0,Home Audio
1438,1.0,Home Audio
1439,5.0,Home Audio
1440,4.0,Home Audio
1441,3.0,Home Audio
1442,4.0,Home Audio
1443,3.0,Home Audio
1444,5.0,Home Audio
1445,1.0,Home Audio
1446,1.0,Home Audio
1447,1.0,Home Audio
1448,5.0,Home Audio
1449,1.0,Home Audio
1450,5.0,Home Audio
1451,4.0,Headphones
1452,1.0,Headphones
1453,1.0,Headphones
1454,1.0,Headphones
1455,4.0,Camera & Photo
1456,5.0,Camera & Photo
1457,5.0,Camera & Photo
1458,5.0,Camera & Photo
1459,5.0,Camera & Photo
1460,4.0,Camera & Photo
1461,5.0,Camera & Photo
1462,4.0,Camera & Photo
1463,5.0,Camera & Photo
1464,5.0,Camera & Photo
1465,5.0,Camera & Photo
1466,5.0,Camera & Photo
1467,4.0,Camera & Photo
1468,5.0,Camera & Photo
1469,4.0,Camera & Photo
1470,4.0,Camera & Photo
1471,4.0,Camera & Photo
1472,4.0,Camera & Photo
1473,5.0,Camera & Photo
1474,5.0,Camera & Photo
1475,4.0,Camera & Photo
1476,4.0,Camera & Photo
1477,4.0,Camera & Photo
1478,5.0,Camera & Photo
1479,5.0,Camera & Photo
1480,3.0,Camera & Photo
1481,4.0,Camera & Photo
1482,4.0,Camera & Photo
1483,4.0,Camera & Photo
1484,4.0,Camera & Photo
1485,5.0,Camera & Photo
1486,4.0,Camera & Photo
1487,5.0,Camera & Photo
1488,5.0,Camera & Photo
1489,4.0,Camera & Photo
1490,4.0,Camera & Photo
1491,5.0,Camera & Photo
1492,4.0,Camera & Photo
1493,3.0,Camera & Photo
1494,4.0,Camera & Photo
1495,4.0,Camera & Photo
1496,1.0,Accessories & Supplies
1497,5.0,Accessories & Supplies
1498,4.0,Accessories & Supplies
1499,5.0,Accessories & Supplies
1500,1.0,Accessories & Supplies
1501,4.0,Accessories & Supplies
1502,2.0,Accessories & Supplies
1503,3.0,Accessories & Supplies
1504,5.0,Accessories & Supplies
1505,3.0,Accessories & Supplies
1506,1.0,Accessories & Supplies
1507,4.0,Accessories & Supplies
1508,5.0,Accessories & Supplies
1509,2.0,Accessories & Supplies
1510,1.0,Accessories & Supplies
1511,2.0,Accessories & Supplies
1512,1.0,Accessories & Supplies
1513,2.0,Accessories & Supplies
1514,5.0,Accessories & Supplies
1515,2.0,Accessories & Supplies
1516,1.0,Accessories & Supplies
1517,5.0,Accessories & Supplies
1518,1.0,Accessories & Supplies
1519,1.0,Accessories & Supplies
1520,4.0,Television & Video
1521,5.0,Television & Video
1522,5.0,Television & Video
1523,5.0,Television & Video
1524,4.0,Television & Video
1525,3.0,Television & Video
1526,3.0,Television & Video
1527,3.0,Camera & Photo
1528,5.0,Camera & Photo
1529,3.0,Camera & Photo
1530,3.0,Camera & Photo
1531,5.0,Camera & Photo
1532,4.0,Camera & Photo
1533,5.0,Camera & Photo
1534,5.0,Camera & Photo
1535,5.0,Camera & Photo
1536,4.0,Camera & Photo
1537,4.0,Camera & Photo
1538,3.0,Camera & Photo
1539,5.0,Camera & Photo
1540,5.0,Camera & Photo
1541,4.0,Camera & Photo
1542,5.0,Camera & Photo
1543,4.0,Camera & Photo
1544,5.0,Camera & Photo
1545,4.0,Camera & Photo
1546,5.0,Camera & Photo
1547,5.0,Computers & Accessories
1548,5.0,Computers & Accessories
1549,5.0,Computers & Accessories
1550,1.0,Computers & Accessories
1551,3.0,Computers & Accessories
1552,2.0,Computers & Accessories
1553,4.0,Computers & Accessories
1554,5.0,Computers & Accessories
1555,5.0,Computers & Accessories
1556,5.0,Computers & Accessories
1557,5.0,Computers & Accessories
1558,1.0,Computers & Accessories
1559,5.0,Computers & Accessories
1560,5.0,Computers & Accessories
1561,1.0,Computers & Accessories
1562,5.0,Computers & Accessories
1563,5.0,Computers & Accessories
1564,4.0,Accessories & Supplies
1565,1.0,Accessories & Supplies
1566,3.0,Accessories & Supplies
1567,5.0,Accessories & Supplies
1568,5.0,Accessories & Supplies
1569,4.0,Accessories & Supplies
1570,5.0,Accessories & Supplies
1571,4.0,Accessories & Supplies
1572,5.0,Accessories & Supplies
1573,4.0,Accessories & Supplies
1574,5.0,Accessories & Supplies
1575,5.0,Accessories & Supplies
1576,3.0,Accessories & Supplies
1577,5.0,Accessories & Supplies
1578,5.0,Accessories & Supplies
1579,4.0,Accessories & Supplies
1580,5.0,Accessories & Supplies
1581,5.0,Accessories & Supplies
1582,4.0,Accessories & Supplies
1583,4.0,Accessories & Supplies
1584,3.0,Computers & Accessories
1585,5.0,Computers & Accessories
1586,5.0,Computers & Accessories
1587,5.0,Computers & Accessories
1588,1.0,Computers & Accessories
1589,1.0,Computers & Accessories
1590,1.0,Computers & Accessories
1591,5.0,Computers & Accessories
1592,4.0,Computers & Accessories
1593,4.0,Computers & Accessories
1594,5.0,Computers & Accessories
1595,1.0,Computers & Accessories
1596,4.0,Computers & Accessories
1597,5.0,Computers & Accessories
1598,1.0,Computers & Accessories
1599,5.0,Computers & Accessories
1600,5.0,Computers & Accessories
1601,5.0,Computers & Accessories
1602,5.0,Computers & Accessories
1603,5.0,Computers & Accessories
1604,5.0,Computers & Accessories
1605,5.0,Computers & Accessories
1606,5.0,Computers & Accessories
1607,5.0,Computers & Accessories
1608,5.0,Computers & Accessories
1609,1.0,Computers & Accessories
1610,2.0,Computers & Accessories
1611,3.0,Computers & Accessories
1612,4.0,Computers & Accessories
1613,3.0,Computers & Accessories
1614,4.0,Computers & Accessories
1615,1.0,Computers & Accessories
1616,2.0,Computers & Accessories
1617,2.0,Computers & Accessories
1618,4.0,Computers & Accessories
1619,4.0,Computers & Accessories
1620,3.0,Computers & Accessories
1621,3.0,Computers & Accessories
1622,3.0,Computers & Accessories
1623,5.0,Computers & Accessories
1624,5.0,Computers & Accessories
1625,5.0,Computers & Accessories
1626,5.0,Computers & Accessories
1627,5.0,Computers & Accessories
1628,5.0,Computers & Accessories
1629,5.0,Computers & Accessories
1630,5.0,Computers & Accessories
1631,2.0,Computers & Accessories
1632,4.0,Car & Vehicle Electronics
1633,4.0,Car & Vehicle Electronics
1634,5.0,Car & Vehicle Electronics
1635,4.0,Car & Vehicle Electronics
1636,3.0,Car & Vehicle Electronics
1637,4.0,Car & Vehicle Electronics
1638,5.0,Car & Vehicle Electronics
1639,4.0,Car & Vehicle Electronics
1640,5.0,Car & Vehicle Electronics
1641,5.0,Car & Vehicle Electronics
1642,5.0,Car & Vehicle Electronics
1643,4.0,Car & Vehicle Electronics
1644,4.0,Car & Vehicle Electronics
1645,5.0,Car & Vehicle Electronics
1646,5.0,Car & Vehicle Electronics
1647,5.0,Car & Vehicle Electronics
1648,4.0,Car & Vehicle Electronics
1649,5.0,Car & Vehicle Electronics
1650,5.0,Car & Vehicle Electronics
1651,5.0,Car & Vehicle Electronics
1652,4.0,Camera & Photo
1653,5.0,Camera & Photo
1654,3.0,Camera & Photo
1655,5.0,Camera & Photo
1656,3.0,Camera & Photo
1657,4.0,Camera & Photo
1658,5.0,Camera & Photo
1659,4.0,Camera & Photo
1660,4.0,Camera & Photo
1661,5.0,Camera & Photo
1662,4.0,Camera & Photo
1663,4.0,Camera & Photo
1664,4.0,Camera & Photo
1665,5.0,Camera & Photo
1666,5.0,Camera & Photo
1667,5.0,Camera & Photo
1668,4.0,Camera & Photo
1669,5.0,Camera & Photo
1670,3.0,Camera & Photo
1671,4.0,Camera & Photo
1672,5.0,"GPS, Finders & Accessories"
1673,5.0,"GPS, Finders & Accessories"
1674,5.0,Computers & Accessories
1675,5.0,Headphones
1676,4.0,Accessories & Supplies
1677,3.0,Computers & Accessories
1678,3.0,Accessories & Supplies
1679,5.0,Accessories & Supplies
1680,5.0,Accessories & Supplies
1681,1.0,Accessories & Supplies
1682,5.0,Accessories & Supplies
1683,1.0,Accessories & Supplies
1684,4.0,Computers & Accessories
1685,3.0,Portable Audio & Video
1686,4.0,Portable Audio & Video
1687,5.0,Portable Audio & Video
1688,4.0,Portable Audio & Video
1689,5.0,Portable Audio & Video
1690,4.0,Portable Audio & Video
1691,4.0,Portable Audio & Video
1692,5.0,Portable Audio & Video
1693,5.0,Portable Audio & Video
1694,5.0,Portable Audio & Video
1695,4.0,Portable Audio & Video
1696,4.0,Portable Audio & Video
1697,5.0,Portable Audio & Video
1698,5.0,Portable Audio & Video
1699,4.0,Portable Audio & Video
1700,4.0,Portable Audio & Video
1701,5.0,Portable Audio & Video
1702,4.0,Portable Audio & Video
1703,5.0,Portable Audio & Video
1704,5.0,Portable Audio & Video
1705,4.0,Portable Audio & Video
1706,5.0,Portable Audio & Video
1707,4.0,Portable Audio & Video
1708,5.0,Portable Audio & Video
1709,5.0,Portable Audio & Video
1710,5.0,Portable Audio & Video
1711,2.0,Computers & Accessories
1712,2.0,Computers & Accessories
1713,4.0,Computers & Accessories
1714,4.0,Computers & Accessories
1715,1.0,Computers & Accessories
1716,4.0,Computers & Accessories
1717,5.0,Computers & Accessories
1718,1.0,Computers & Accessories
1719,5.0,Computers & Accessories
1720,1.0,Computers & Accessories
1721,5.0,Computers & Accessories
1722,5.0,Computers & Accessories
1723,5.0,Computers & Accessories
1724,5.0,Computers & Accessories
1725,5.0,Camera & Photo
1726,1.0,Camera & Photo
1727,4.0,Computers & Accessories
1728,5.0,Computers & Accessories
1729,5.0,Computers & Accessories
1730,4.0,Camera & Photo
1731,4.0,Camera & Photo
1732,4.0,Camera & Photo
1733,4.0,Camera & Photo
1734,4.0,Camera & Photo
1735,4.0,Camera & Photo
1736,5.0,Camera & Photo
1737,3.0,Camera & Photo
1738,2.0,Camera & Photo
1739,1.0,Camera & Photo
1740,4.0,Camera & Photo
1741,4.0,Camera & Photo
1742,4.0,Camera & Photo
1743,5.0,Camera & Photo
1744,3.0,Camera & Photo
1745,4.0,Camera & Photo
1746,4.0,Camera & Photo
1747,1.0,Camera & Photo
1748,2.0,Camera & Photo
1749,5.0,Camera & Photo
1750,5.0,Computers & Accessories
1751,4.0,Camera & Photo
1752,1.0,Camera & Photo
1753,5.0,Camera & Photo
1754,5.0,Camera & Photo
1755,5.0,Camera & Photo
1756,3.0,Computers & Accessories
1757,5.0,Accessories & Supplies
1758,5.0,Computers & Accessories
1759,4.0,Computers & Accessories
1760,4.0,Computers & Accessories
1761,5.0,Computers & Accessories
1762,4.0,Camera & Photo
1763,5.0,Camera & Photo
1764,5.0,Camera & Photo
1765,5.0,Camera & Photo
1766,5.0,Camera & Photo
1767,5.0,Computers & Accessories
1768,4.0,Computers & Accessories
1769,5.0,Computers & Accessories
1770,4.0,Computers & Accessories
1771,3.0,Computers & Accessories
1772,4.0,Computers & Accessories
1773,4.0,Computers & Accessories
1774,2.0,Computers & Accessories
1775,5.0,Computers & Accessories
1776,5.0,Computers & Accessories
1777,4.0,Car & Vehicle Electronics
1778,1.0,Car & Vehicle Electronics
1779,1.0,Car & Vehicle Electronics
1780,3.0,Car & Vehicle Electronics
1781,5.0,Home Audio
1782,3.0,Home Audio
1783,5.0,Home Audio
1784,4.0,Home Audio
1785,4.0,Home Audio
1786,4.0,Camera & Photo
1787,5.0,Camera & Photo
1788,5.0,Camera & Photo
1789,5.0,Camera & Photo
1790,5.0,Camera & Photo
1791,5.0,Camera & Photo
1792,5.0,Camera & Photo
1793,5.0,Camera & Photo
1794,5.0,Camera & Photo
1795,4.0,Camera & Photo
1796,3.0,Camera & Photo
1797,2.0,Camera & Photo
1798,5.0,Camera & Photo
1799,5.0,Camera & Photo
1800,5.0,Camera & Photo
1801,5.0,Camera & Photo
1802,2.0,Camera & Photo
1803,5.0,Camera & Photo
1804,5.0,Camera & Photo
1805,5.0,Camera & Photo
1806,3.0,Camera & Photo
1807,5.0,Camera & Photo
1808,4.0,Camera & Photo
1809,3.0,Camera & Photo
1810,2.0,Camera & Photo
1811,1.0,Camera & Photo
1812,5.0,Headphones
1813,5.0,Camera & Photo
1814,3.0,Computers & Accessories
1815,5.0,Camera & Photo
1816,5.0,Video Projectors
1817,5.0,Video Projectors
1818,4.0,Computers & Accessories
1819,4.0,Computers & Accessories
1820,4.0,Computers & Accessories
1821,5.0,Computers & Accessories
1822,5.0,Computers & Accessories
1823,5.0,Computers & Accessories
1824,5.0,Camera & Photo
1825,5.0,Camera & Photo
1826,3.0,Camera & Photo
1827,5.0,Camera & Photo
1828,5.0,Camera & Photo
1829,5.0,Camera & Photo
1830,5.0,Camera & Photo
1831,3.0,Camera & Photo
1832,5.0,Computers & Accessories
1833,4.0,Computers & Accessories
1834,5.0,Computers & Accessories
1835,4.0,Computers & Accessories
1836,4.0,Computers & Accessories
1837,3.0,Computers & Accessories
1838,5.0,Computers & Accessories
1839,4.0,Computers & Accessories
1840,4.0,Computers & Accessories
1841,5.0,Computers & Accessories
1842,5.0,Computers & Accessories
1843,2.0,Computers & Accessories
1844,4.0,Computers & Accessories
1845,3.0,Computers & Accessories
1846,4.0,Computers & Accessories
1847,3.0,Computers & Accessories
